country,year,age,gender,cases
IQ,2007,+65,M,126.0
IQ,2008,+65,M,147.0
IR,1995,+65,M,921.0
IR,1996,+65,M,577.0
IR,1997,+65,M,608.0
IR,1998,+65,M,579.0
IR,1999,+65,M,591.0
IR,2000,+65,M,642.0
IR,2001,+65,M,649.0
IR,2002,+65,M,668.0
IR,2003,+65,M,673.0
IR,2004,+65,M,640.0
IR,2005,+65,M,630.0
IR,2006,+65,M,686.0
IR,2007,+65,M,680.0
IR,2008,+65,M,706.0
IS,1995,+65,M,1.0
IS,1997,+65,M,1.0
IS,1998,+65,M,0.0
IS,2001,+65,M,1.0
IS,2002,+65,M,0.0
IS,2003,+65,M,1.0
IS,2004,+65,M,0.0
IS,2005,+65,M,1.0
IS,2006,+65,M,1.0
IS,2007,+65,M,0.0
IS,2008,+65,M,0.0
IT,1995,+65,M,289.0
IT,1996,+65,M,319.0
IT,1997,+65,M,381.0
IT,1998,+65,M,429.0
IT,1999,+65,M,247.0
IT,2000,+65,M,112.0
IT,2001,+65,M,99.0
IT,2002,+65,M,134.0
IT,2003,+65,M,146.0
IT,2004,+65,M,123.0
IT,2005,+65,M,115.0
IT,2006,+65,M,152.0
IT,2007,+65,M,106.0
IT,2008,+65,M,104.0
JM,1995,+65,M,9.0
JM,1996,+65,M,3.0
JM,1997,+65,M,1.0
JM,1998,+65,M,7.0
JM,1999,+65,M,6.0
JM,2000,+65,M,5.0
JM,2001,+65,M,1.0
JM,2002,+65,M,4.0
JM,2003,+65,M,6.0
JM,2004,+65,M,10.0
JM,2005,+65,M,7.0
JM,2006,+65,M,9.0
JM,2007,+65,M,3.0
JM,2008,+65,M,5.0
JO,1995,+65,M,11.0
JO,1996,+65,M,9.0
JO,1997,+65,M,22.0
JO,1998,+65,M,6.0
JO,1999,+65,M,2.0
JO,2000,+65,M,2.0
JO,2001,+65,M,7.0
JO,2002,+65,M,5.0
JO,2003,+65,M,0.0
JO,2004,+65,M,0.0
JO,2005,+65,M,5.0
JO,2006,+65,M,10.0
JO,2007,+65,M,5.0
JO,2008,+65,M,5.0
JP,1995,+65,M,4089.0
JP,1996,+65,M,3639.0
JP,1997,+65,M,4055.0
JP,1998,+65,M,3545.0
JP,1999,+65,M,4117.0
JP,2000,+65,M,3816.0
JP,2001,+65,M,3840.0
JP,2002,+65,M,3747.0
JP,2003,+65,M,3731.0
JP,2004,+65,M,3759.0
JP,2005,+65,M,3867.0
JP,2006,+65,M,3728.0
JP,2007,+65,M,3678.0
JP,2008,+65,M,3482.0
KE,1995,+65,M,296.0
KE,1996,+65,M,311.0
KE,1997,+65,M,284.0
KE,1998,+65,M,382.0
KE,1999,+65,M,405.0
KE,2000,+65,M,414.0
KE,2001,+65,M,443.0
KE,2002,+65,M,433.0
KE,2003,+65,M,567.0
KE,2004,+65,M,576.0
KE,2005,+65,M,590.0
KE,2006,+65,M,645.0
KE,2007,+65,M,601.0
KE,2008,+65,M,583.0
KG,1995,+65,M,30.0
KG,1996,+65,M,40.0
KG,1997,+65,M,38.0
KG,1998,+65,M,21.0
KG,1999,+65,M,49.0
KG,2000,+65,M,46.0
KG,2001,+65,M,44.0
KG,2002,+65,M,45.0
KG,2003,+65,M,70.0
KG,2004,+65,M,69.0
KG,2005,+65,M,84.0
KG,2006,+65,M,75.0
KG,2007,+65,M,63.0
KG,2008,+65,M,53.0
KH,1995,+65,M,707.0
KH,1996,+65,M,726.0
KH,1998,+65,M,924.0
KH,1999,+65,M,1089.0
KH,2000,+65,M,1058.0
KH,2001,+65,M,1037.0
KH,2002,+65,M,1432.0
KH,2003,+65,M,1487.0
KH,2004,+65,M,1538.0
KH,2005,+65,M,1811.0
KH,2006,+65,M,1665.0
KH,2007,+65,M,1644.0
KH,2008,+65,M,1683.0
KI,1996,+65,M,2.0
KI,1997,+65,M,1.0
KI,1998,+65,M,1.0
KI,1999,+65,M,3.0
KI,2000,+65,M,2.0
KI,2001,+65,M,3.0
KI,2003,+65,M,0.0
KI,2004,+65,M,3.0
KI,2005,+65,M,1.0
KI,2006,+65,M,7.0
KI,2007,+65,M,3.0
KI,2008,+65,M,5.0
KM,1995,+65,M,4.0
KM,1996,+65,M,8.0
KM,1998,+65,M,0.0
KM,2000,+65,M,4.0
KM,2001,+65,M,5.0
KM,2002,+65,M,3.0
KM,2003,+65,M,3.0
KM,2005,+65,M,4.0
KM,2006,+65,M,1.0
KM,2008,+65,M,5.0
KN,1996,+65,M,0.0
KN,1998,+65,M,0.0
KN,2008,+65,M,0.0
KP,1997,+65,M,240.0
KP,1998,+65,M,25.0
KP,1999,+65,M,30.0
KP,2000,+65,M,651.0
KP,2001,+65,M,606.0
KP,2002,+65,M,745.0
KP,2003,+65,M,634.0
KP,2004,+65,M,460.0
KP,2005,+65,M,485.0
KP,2006,+65,M,591.0
KP,2007,+65,M,674.0
KP,2008,+65,M,948.0
KR,1995,+65,M,1225.0
KR,1996,+65,M,1116.0
KR,1997,+65,M,1099.0
KR,1998,+65,M,1119.0
KR,1999,+65,M,1136.0
KR,2000,+65,M,901.0
KR,2001,+65,M,1361.0
KR,2002,+65,M,1390.0
KR,2003,+65,M,1472.0
KR,2004,+65,M,1595.0
KR,2005,+65,M,1669.0
KR,2006,+65,M,1698.0
KR,2007,+65,M,1684.0
KR,2008,+65,M,1848.0
KW,1995,+65,M,0.0
KW,1996,+65,M,1.0
KW,1997,+65,M,7.0
KW,1998,+65,M,5.0
KW,1999,+65,M,4.0
KW,2000,+65,M,5.0
KW,2001,+65,M,6.0
KW,2002,+65,M,3.0
KW,2003,+65,M,5.0
KW,2004,+65,M,7.0
KW,2005,+65,M,3.0
KW,2006,+65,M,3.0
KW,2007,+65,M,5.0
KW,2008,+65,M,9.0
KY,1998,+65,M,1.0
KY,1999,+65,M,0.0
KY,2000,+65,M,0.0
KY,2001,+65,M,0.0
KY,2003,+65,M,0.0
KY,2004,+65,M,0.0
KY,2006,+65,M,0.0
KY,2007,+65,M,0.0
KZ,1997,+65,M,211.0
KZ,1998,+65,M,78.0
KZ,1999,+65,M,165.0
KZ,2000,+65,M,218.0
KZ,2001,+65,M,211.0
KZ,2002,+65,M,212.0
KZ,2004,+65,M,196.0
KZ,2005,+65,M,175.0
KZ,2006,+65,M,169.0
KZ,2007,+65,M,150.0
KZ,2008,+65,M,160.0
LA,1995,+65,M,55.0
LA,1996,+65,M,84.0
LA,1997,+65,M,124.0
LA,1998,+65,M,152.0
LA,1999,+65,M,191.0
LA,2000,+65,M,176.0
LA,2001,+65,M,164.0
LA,2002,+65,M,185.0
LA,2003,+65,M,196.0
LA,2004,+65,M,268.0
LA,2005,+65,M,352.0
LA,2006,+65,M,354.0
LA,2007,+65,M,350.0
LA,2008,+65,M,373.0
LB,1995,+65,M,10.0
LB,1996,+65,M,19.0
LB,1997,+65,M,17.0
LB,1998,+65,M,17.0
LB,1999,+65,M,11.0
LB,2000,+65,M,14.0
LB,2001,+65,M,8.0
LB,2002,+65,M,9.0
LB,2003,+65,M,7.0
LB,2004,+65,M,6.0
LB,2005,+65,M,8.0
LB,2006,+65,M,8.0
LB,2007,+65,M,5.0
LB,2008,+65,M,6.0
LC,1997,+65,M,1.0
LC,1998,+65,M,1.0
LC,2000,+65,M,2.0
LC,2001,+65,M,0.0
LC,2002,+65,M,1.0
LC,2003,+65,M,2.0
LC,2004,+65,M,2.0
LC,2005,+65,M,2.0
LC,2006,+65,M,5.0
LC,2007,+65,M,3.0
LC,2008,+65,M,1.0
LK,1995,+65,M,261.0
LK,1996,+65,M,253.0
LK,1997,+65,M,271.0
LK,1998,+65,M,304.0
LK,1999,+65,M,325.0
LK,2000,+65,M,360.0
LK,2001,+65,M,336.0
LK,2002,+65,M,366.0
LK,2003,+65,M,389.0
LK,2004,+65,M,371.0
LK,2005,+65,M,424.0
LK,2006,+65,M,402.0
LK,2007,+65,M,412.0
LK,2008,+65,M,415.0
LR,1996,+65,M,9.0
LR,1998,+65,M,11.0
LR,2000,+65,M,26.0
LR,2001,+65,M,11.0
LR,2002,+65,M,44.0
LR,2003,+65,M,23.0
LR,2004,+65,M,51.0
LR,2005,+65,M,65.0
LR,2006,+65,M,97.0
LR,2008,+65,M,98.0
LS,1995,+65,M,88.0
LS,1996,+65,M,87.0
LS,1997,+65,M,69.0
LS,1998,+65,M,87.0
LS,2000,+65,M,76.0
LS,2002,+65,M,80.0
LS,2003,+65,M,83.0
LS,2004,+65,M,78.0
LS,2005,+65,M,37.0
LS,2006,+65,M,49.0
LS,2007,+65,M,28.0
LS,2008,+65,M,138.0
LT,1995,+65,M,77.0
LT,1996,+65,M,82.0
LT,1997,+65,M,98.0
LT,1998,+65,M,57.0
LT,1999,+65,M,67.0
LT,2000,+65,M,68.0
LT,2001,+65,M,76.0
LT,2002,+65,M,59.0
LT,2003,+65,M,60.0
LT,2004,+65,M,71.0
LT,2005,+65,M,67.0
LT,2006,+65,M,74.0
LT,2007,+65,M,76.0
LT,2008,+65,M,71.0
LU,1996,+65,M,2.0
LU,1997,+65,M,3.0
LU,1998,+65,M,0.0
LU,2001,+65,M,2.0
LU,2002,+65,M,1.0
LU,2003,+65,M,2.0
LU,2004,+65,M,1.0
LU,2005,+65,M,2.0
LU,2006,+65,M,3.0
LU,2007,+65,M,0.0
LU,2008,+65,M,0.0
LV,1995,+65,M,30.0
LV,1996,+65,M,42.0
LV,1997,+65,M,29.0
LV,1998,+65,M,35.0
LV,1999,+65,M,30.0
LV,2000,+65,M,34.0
LV,2001,+65,M,32.0
LV,2002,+65,M,26.0
LV,2003,+65,M,32.0
LV,2004,+65,M,38.0
LV,2005,+65,M,34.0
LV,2006,+65,M,26.0
LV,2007,+65,M,19.0
LV,2008,+65,M,27.0
LY,1995,+65,M,21.0
LY,1996,+65,M,19.0
LY,1999,+65,M,33.0
LY,2000,+65,M,32.0
LY,2003,+65,M,19.0
LY,2004,+65,M,20.0
LY,2005,+65,M,35.0
LY,2006,+65,M,23.0
LY,2007,+65,M,10.0
LY,2008,+65,M,19.0
MA,1995,+65,M,553.0
MA,1996,+65,M,583.0
MA,1997,+65,M,557.0
MA,1998,+65,M,527.0
MA,1999,+65,M,562.0
MA,2000,+65,M,595.0
MA,2001,+65,M,606.0
MA,2002,+65,M,577.0
MA,2003,+65,M,550.0
MA,2004,+65,M,539.0
MA,2005,+65,M,591.0
MA,2006,+65,M,551.0
MA,2007,+65,M,529.0
MA,2008,+65,M,589.0
MC,1999,+65,M,0.0
MD,1995,+65,M,15.0
MD,1996,+65,M,5.0
MD,1997,+65,M,13.0
MD,1998,+65,M,16.0
MD,1999,+65,M,14.0
MD,2000,+65,M,6.0
MD,2001,+65,M,32.0
MD,2002,+65,M,33.0
MD,2003,+65,M,25.0
MD,2004,+65,M,42.0
MD,2005,+65,M,31.0
MD,2006,+65,M,32.0
MD,2007,+65,M,35.0
MD,2008,+65,M,32.0
ME,2005,+65,M,8.0
ME,2006,+65,M,3.0
ME,2007,+65,M,3.0
ME,2008,+65,M,1.0
MG,1995,+65,M,242.0
MG,1996,+65,M,285.0
MG,1998,+65,M,282.0
MG,2001,+65,M,404.0
MG,2002,+65,M,398.0
MG,2003,+65,M,438.0
MG,2004,+65,M,300.0
MG,2005,+65,M,333.0
MG,2006,+65,M,458.0
MG,2007,+65,M,438.0
MG,2008,+65,M,465.0
MH,1996,+65,M,0.0
MH,1998,+65,M,0.0
MH,1999,+65,M,0.0
MH,2000,+65,M,3.0
MH,2001,+65,M,0.0
MH,2002,+65,M,2.0
MH,2003,+65,M,2.0
MH,2005,+65,M,1.0
MH,2006,+65,M,2.0
MH,2007,+65,M,0.0
MH,2008,+65,M,0.0
MK,1995,+65,M,24.0
MK,1996,+65,M,22.0
MK,1997,+65,M,21.0
MK,1998,+65,M,13.0
MK,1999,+65,M,5.0
MK,2000,+65,M,14.0
MK,2001,+65,M,16.0
MK,2002,+65,M,7.0
MK,2003,+65,M,17.0
MK,2004,+65,M,15.0
MK,2005,+65,M,13.0
MK,2006,+65,M,7.0
MK,2007,+65,M,19.0
MK,2008,+65,M,15.0
ML,1995,+65,M,102.0
ML,1996,+65,M,136.0
ML,1997,+65,M,164.0
ML,1998,+65,M,130.0
ML,1999,+65,M,129.0
ML,2000,+65,M,144.0
ML,2002,+65,M,72.0
ML,2003,+65,M,115.0
ML,2004,+65,M,147.0
ML,2005,+65,M,193.0
ML,2006,+65,M,216.0
ML,2007,+65,M,213.0
ML,2008,+65,M,250.0
MM,1995,+65,M,298.0
MM,1996,+65,M,400.0
MM,1997,+65,M,441.0
MM,1998,+65,M,438.0
MM,1999,+65,M,540.0
MM,2000,+65,M,836.0
MM,2001,+65,M,931.0
MM,2002,+65,M,1067.0
MM,2003,+65,M,1296.0
MM,2004,+65,M,1567.0
MM,2005,+65,M,1764.0
MM,2006,+65,M,2033.0
MM,2007,+65,M,2155.0
MM,2008,+65,M,2235.0
MN,1994,+65,M,1.0
MN,1995,+65,M,15.0
MN,1996,+65,M,19.0
MN,1997,+65,M,17.0
MN,1998,+65,M,22.0
MN,1999,+65,M,26.0
MN,2000,+65,M,23.0
MN,2001,+65,M,36.0
MN,2002,+65,M,47.0
MN,2003,+65,M,39.0
MN,2004,+65,M,43.0
MN,2005,+65,M,36.0
MN,2006,+65,M,41.0
MN,2007,+65,M,34.0
MN,2008,+65,M,36.0
MO,1995,+65,M,16.0
MO,1996,+65,M,26.0
MO,1997,+65,M,55.0
MO,1998,+65,M,56.0
MO,2000,+65,M,17.0
MO,2001,+65,M,23.0
MO,2002,+65,M,21.0
MO,2003,+65,M,27.0
MO,2004,+65,M,14.0
MO,2005,+65,M,22.0
MO,2006,+65,M,19.0
MO,2007,+65,M,13.0
MO,2008,+65,M,13.0
MP,1995,+65,M,3.0
MP,1996,+65,M,1.0
MP,1998,+65,M,2.0
MP,2000,+65,M,2.0
MP,2001,+65,M,0.0
MP,2002,+65,M,2.0
MP,2003,+65,M,2.0
MP,2004,+65,M,0.0
MP,2005,+65,M,2.0
MP,2006,+65,M,0.0
MP,2007,+65,M,2.0
MP,2008,+65,M,3.0
MR,1997,+65,M,185.0
MR,1999,+65,M,92.0
MR,2004,+65,M,108.0
MR,2006,+65,M,96.0
MR,2007,+65,M,83.0
MR,2008,+65,M,90.0
MS,2003,+65,M,1.0
MS,2004,+65,M,0.0
MT,1995,+65,M,0.0
MT,1996,+65,M,1.0
MT,1997,+65,M,1.0
MT,1998,+65,M,3.0
MT,1999,+65,M,3.0
MT,2000,+65,M,1.0
MT,2001,+65,M,1.0
MT,2002,+65,M,0.0
MT,2003,+65,M,0.0
MT,2004,+65,M,0.0
MT,2005,+65,M,0.0
MT,2006,+65,M,1.0
MT,2007,+65,M,3.0
MT,2008,+65,M,0.0
MU,1995,+65,M,8.0
MU,1998,+65,M,19.0
MU,1999,+65,M,12.0
MU,2000,+65,M,8.0
MU,2002,+65,M,4.0
MU,2003,+65,M,9.0
MU,2004,+65,M,5.0
MU,2005,+65,M,6.0
MU,2006,+65,M,6.0
MU,2007,+65,M,6.0
MU,2008,+65,M,8.0
MV,1995,+65,M,6.0
MV,1996,+65,M,8.0
MV,1997,+65,M,8.0
MV,1998,+65,M,2.0
MV,1999,+65,M,8.0
MV,2000,+65,M,3.0
MV,2001,+65,M,1.0
MV,2002,+65,M,8.0
MV,2003,+65,M,4.0
MV,2004,+65,M,6.0
MV,2005,+65,M,5.0
MV,2006,+65,M,6.0
MV,2007,+65,M,5.0
MV,2008,+65,M,3.0
MW,1995,+65,M,89.0
MW,1996,+65,M,110.0
MW,1997,+65,M,101.0
MW,1998,+65,M,151.0
MW,1999,+65,M,126.0
MW,2000,+65,M,114.0
MW,2001,+65,M,129.0
MW,2003,+65,M,128.0
MW,2004,+65,M,124.0
MW,2005,+65,M,157.0
MW,2006,+65,M,182.0
MW,2007,+65,M,158.0
MW,2008,+65,M,176.0
MX,1996,+65,M,469.0
MX,1998,+65,M,892.0
MX,1999,+65,M,1128.0
MX,2000,+65,M,1126.0
MX,2001,+65,M,1566.0
MX,2002,+65,M,1144.0
MX,2003,+65,M,1352.0
MX,2004,+65,M,1209.0
MX,2005,+65,M,1288.0
MX,2006,+65,M,1215.0
MX,2007,+65,M,1226.0
MX,2008,+65,M,1213.0
MY,1995,+65,M,1072.0
MY,1996,+65,M,868.0
MY,1997,+65,M,1123.0
MY,1998,+65,M,1282.0
MY,1999,+65,M,880.0
MY,2000,+65,M,891.0
MY,2001,+65,M,738.0
MY,2002,+65,M,844.0
MY,2003,+65,M,1601.0
MY,2004,+65,M,1535.0
MY,2005,+65,M,1507.0
MY,2006,+65,M,496.0
MY,2007,+65,M,1395.0
MY,2008,+65,M,1543.0
MZ,1995,+65,M,320.0
MZ,1996,+65,M,275.0
MZ,1997,+65,M,313.0
,1995,+65,M,6.0
,1996,+65,M,101.0
,1997,+65,M,93.0
,1998,+65,M,111.0
,1999,+65,M,110.0
,2000,+65,M,81.0
,2001,+65,M,116.0
,2002,+65,M,96.0
,2003,+65,M,108.0
,2004,+65,M,131.0
,2005,+65,M,120.0
,2006,+65,M,146.0
,2007,+65,M,120.0
,2008,+65,M,132.0
NC,1995,+65,M,3.0
NC,1996,+65,M,3.0
NC,1999,+65,M,7.0
NC,2000,+65,M,4.0
NC,2001,+65,M,6.0
NC,2002,+65,M,3.0
NC,2003,+65,M,3.0
NC,2004,+65,M,2.0
NC,2005,+65,M,0.0
NC,2006,+65,M,1.0
NC,2007,+65,M,2.0
NC,2008,+65,M,2.0
NE,1997,+65,M,25.0
NE,1998,+65,M,61.0
NE,2000,+65,M,78.0
NE,2003,+65,M,169.0
NE,2005,+65,M,198.0
NE,2006,+65,M,217.0
NE,2007,+65,M,249.0
NE,2008,+65,M,333.0
NG,1995,+65,M,515.0
NG,1996,+65,M,309.0
NG,1997,+65,M,338.0
NG,1998,+65,M,369.0
NG,2000,+65,M,463.0
NG,2001,+65,M,488.0
NG,2002,+65,M,534.0
NG,2003,+65,M,719.0
NG,2004,+65,M,1267.0
NG,2005,+65,M,950.0
NG,2006,+65,M,897.0
NG,2007,+65,M,1341.0
NG,2008,+65,M,1267.0
NI,1995,+65,M,92.0
NI,1996,+65,M,94.0
NI,1997,+65,M,83.0
NI,1998,+65,M,110.0
NI,1999,+65,M,85.0
NI,2000,+65,M,90.0
NI,2001,+65,M,95.0
NI,2002,+65,M,74.0
NI,2003,+65,M,65.0
NI,2004,+65,M,72.0
NI,2005,+65,M,79.0
NI,2006,+65,M,72.0
NI,2007,+65,M,91.0
NI,2008,+65,M,67.0
NL,1995,+65,M,10.0
NL,1996,+65,M,34.0
NL,1997,+65,M,31.0
NL,1998,+65,M,26.0
NL,1999,+65,M,19.0
NL,2000,+65,M,21.0
NL,2001,+65,M,24.0
NL,2002,+65,M,20.0
NL,2003,+65,M,15.0
NL,2004,+65,M,31.0
NL,2005,+65,M,19.0
NL,2006,+65,M,19.0
NL,2007,+65,M,15.0
NL,2008,+65,M,19.0
NO,1995,+65,M,12.0
NO,1996,+65,M,24.0
NO,1997,+65,M,27.0
NO,1998,+65,M,17.0
NO,1999,+65,M,1.0
NO,2000,+65,M,4.0
NO,2001,+65,M,8.0
NO,2002,+65,M,4.0
NO,2003,+65,M,2.0
NO,2004,+65,M,2.0
NO,2005,+65,M,3.0
NO,2006,+65,M,1.0
NO,2007,+65,M,2.0
NO,2008,+65,M,3.0
NP,1996,+65,M,407.0
NP,1998,+65,M,480.0
NP,1999,+65,M,799.0
NP,2000,+65,M,772.0
NP,2001,+65,M,775.0
NP,2002,+65,M,758.0
NP,2003,+65,M,735.0
NP,2004,+65,M,763.0
NP,2005,+65,M,820.0
NP,2006,+65,M,808.0
NP,2007,+65,M,919.0
NP,2008,+65,M,792.0
NR,1999,+65,M,0.0
NR,2003,+65,M,0.0
NR,2006,+65,M,0.0
NR,2007,+65,M,0.0
NR,2008,+65,M,0.0
NU,2004,+65,M,0.0
NU,2005,+65,M,0.0
NU,2006,+65,M,0.0
NU,2007,+65,M,0.0
NZ,1995,+65,M,7.0
NZ,1996,+65,M,12.0
NZ,1997,+65,M,7.0
NZ,1998,+65,M,4.0
NZ,1999,+65,M,15.0
NZ,2000,+65,M,7.0
NZ,2001,+65,M,12.0
NZ,2002,+65,M,10.0
NZ,2003,+65,M,9.0
NZ,2004,+65,M,16.0
NZ,2005,+65,M,10.0
NZ,2006,+65,M,7.0
NZ,2007,+65,M,8.0
NZ,2008,+65,M,18.0
OM,1995,+65,M,11.0
OM,1996,+65,M,11.0
OM,1997,+65,M,10.0
OM,1998,+65,M,12.0
OM,1999,+65,M,10.0
OM,2000,+65,M,11.0
OM,2001,+65,M,8.0
OM,2002,+65,M,20.0
OM,2003,+65,M,15.0
OM,2004,+65,M,14.0
OM,2005,+65,M,5.0
OM,2006,+65,M,2.0
OM,2007,+65,M,8.0
OM,2008,+65,M,10.0
PA,1995,+65,M,83.0
PA,1996,+65,M,45.0
PA,1997,+65,M,39.0
PA,1998,+65,M,5.0
PA,1999,+65,M,72.0
PA,2000,+65,M,26.0
PA,2001,+65,M,39.0
PA,2002,+65,M,68.0
PA,2003,+65,M,67.0
PA,2004,+65,M,50.0
PA,2005,+65,M,49.0
PA,2006,+65,M,57.0
PA,2007,+65,M,61.0
PA,2008,+65,M,60.0
PE,1995,+65,M,216.0
PE,1996,+65,M,167.0
PE,1997,+65,M,748.0
PE,1998,+65,M,889.0
PE,1999,+65,M,714.0
PE,2000,+65,M,796.0
PE,2001,+65,M,696.0
PE,2002,+65,M,138.0
PE,2003,+65,M,165.0
PE,2004,+65,M,675.0
PE,2005,+65,M,708.0
PE,2006,+65,M,869.0
PE,2007,+65,M,702.0
PE,2008,+65,M,921.0
PF,1996,+65,M,3.0
PF,1997,+65,M,3.0
PF,1998,+65,M,4.0
PF,1999,+65,M,4.0
PF,2000,+65,M,3.0
PF,2001,+65,M,5.0
PF,2002,+65,M,1.0
PF,2003,+65,M,3.0
PF,2004,+65,M,4.0
PF,2005,+65,M,2.0
PF,2006,+65,M,1.0
PF,2008,+65,M,2.0
PG,1996,+65,M,2.0
PG,1997,+65,M,0.0
PG,1998,+65,M,4.0
PG,1999,+65,M,0.0
PG,2000,+65,M,5.0
PG,2001,+65,M,4.0
PG,2002,+65,M,6.0
PG,2003,+65,M,7.0
PG,2004,+65,M,6.0
PG,2005,+65,M,12.0
PG,2006,+65,M,3.0
PG,2007,+65,M,6.0
PG,2008,+65,M,12.0
PH,1995,+65,M,26.0
PH,1996,+65,M,28.0
PH,1997,+65,M,129.0
PH,1998,+65,M,81.0
PH,2003,+65,M,3648.0
PH,2004,+65,M,4289.0
PH,2005,+65,M,4279.0
PH,2006,+65,M,4640.0
PH,2007,+65,M,4862.0
PH,2008,+65,M,4348.0
PK,1995,+65,M,95.0
PK,1998,+65,M,137.0
PK,1999,+65,M,113.0
PK,2000,+65,M,130.0
PK,2001,+65,M,306.0
PK,2002,+65,M,554.0
PK,2003,+65,M,870.0
PK,2004,+65,M,1581.0
PK,2005,+65,M,2453.0
PK,2006,+65,M,3439.0
PK,2007,+65,M,5156.0
PK,2008,+65,M,5959.0
PL,1995,+65,M,377.0
PL,1996,+65,M,724.0
PL,1997,+65,M,359.0
PL,1998,+65,M,367.0
PL,1999,+65,M,306.0
PL,2000,+65,M,434.0
PL,2001,+65,M,322.0
PL,2002,+65,M,309.0
PL,2003,+65,M,349.0
PL,2004,+65,M,292.0
PL,2005,+65,M,310.0
PL,2006,+65,M,285.0
PL,2007,+65,M,285.0
PL,2008,+65,M,239.0
PR,1995,+65,M,19.0
PR,1996,+65,M,16.0
PR,1997,+65,M,18.0
PR,1998,+65,M,12.0
PR,1999,+65,M,20.0
PR,2000,+65,M,14.0
PR,2001,+65,M,11.0
PR,2002,+65,M,7.0
PR,2003,+65,M,9.0
PR,2004,+65,M,7.0
PR,2005,+65,M,7.0
PR,2006,+65,M,7.0
PR,2007,+65,M,6.0
PR,2008,+65,M,6.0
PS,1995,+65,M,3.0
PS,1996,+65,M,4.0
PS,1998,+65,M,1.0
PS,2003,+65,M,2.0
PS,2006,+65,M,2.0
PS,2007,+65,M,1.0
PS,2008,+65,M,2.0
PT,1995,+65,M,164.0
PT,1996,+65,M,203.0
PT,1997,+65,M,84.0
PT,1998,+65,M,173.0
PT,1999,+65,M,189.0
PT,2000,+65,M,140.0
PT,2001,+65,M,140.0
PT,2002,+65,M,171.0
PT,2003,+65,M,148.0
PT,2004,+65,M,115.0
PT,2005,+65,M,93.0
PT,2006,+65,M,108.0
PT,2007,+65,M,112.0
PT,2008,+65,M,84.0
PW,1995,+65,M,0.0
PW,1996,+65,M,1.0
PW,1997,+65,M,0.0
PW,1999,+65,M,1.0
PW,2002,+65,M,1.0
PW,2003,+65,M,0.0
PW,2005,+65,M,1.0
PW,2006,+65,M,0.0
PW,2007,+65,M,0.0
PY,1995,+65,M,61.0
PY,1996,+65,M,49.0
PY,1997,+65,M,74.0
PY,1998,+65,M,85.0
PY,1999,+65,M,67.0
PY,2000,+65,M,71.0
PY,2001,+65,M,73.0
PY,2002,+65,M,78.0
PY,2003,+65,M,91.0
PY,2004,+65,M,121.0
PY,2005,+65,M,99.0
PY,2006,+65,M,116.0
PY,2007,+65,M,100.0
PY,2008,+65,M,90.0
QA,1995,+65,M,4.0
QA,1996,+65,M,1.0
QA,1997,+65,M,0.0
QA,1998,+65,M,2.0
QA,1999,+65,M,2.0
QA,2000,+65,M,1.0
QA,2001,+65,M,3.0
QA,2002,+65,M,3.0
QA,2003,+65,M,5.0
QA,2004,+65,M,1.0
QA,2005,+65,M,1.0
QA,2006,+65,M,1.0
QA,2007,+65,M,0.0
QA,2008,+65,M,2.0
RO,1995,+65,M,784.0
RO,1996,+65,M,500.0
RO,1997,+65,M,461.0
RO,1998,+65,M,522.0
RO,1999,+65,M,472.0
RO,2000,+65,M,533.0
RO,2001,+65,M,685.0
RO,2002,+65,M,605.0
RO,2003,+65,M,594.0
RO,2004,+65,M,629.0
RO,2005,+65,M,638.0
RO,2006,+65,M,580.0
RO,2007,+65,M,611.0
RO,2008,+65,M,625.0
RS,2005,+65,M,132.0
RS,2006,+65,M,144.0
RS,2007,+65,M,106.0
RS,2008,+65,M,107.0
RU,1996,+65,M,17.0
RU,1997,+65,M,39.0
RU,1998,+65,M,34.0
RU,1999,+65,M,859.0
RU,2000,+65,M,54.0
RU,2001,+65,M,941.0
RU,2002,+65,M,1061.0
RU,2003,+65,M,1058.0
RU,2004,+65,M,1184.0
RU,2006,+65,M,1120.0
RU,2007,+65,M,1291.0
RU,2008,+65,M,1147.0
RW,1996,+65,M,24.0
RW,1997,+65,M,40.0
RW,1999,+65,M,31.0
RW,2000,+65,M,56.0
RW,2002,+65,M,13.0
RW,2003,+65,M,48.0
RW,2004,+65,M,64.0
RW,2005,+65,M,71.0
RW,2006,+65,M,100.0
RW,2007,+65,M,91.0
RW,2008,+65,M,125.0
SA,1998,+65,M,62.0
SA,1999,+65,M,143.0
SA,2000,+65,M,107.0
SA,2001,+65,M,106.0
SA,2002,+65,M,110.0
SA,2003,+65,M,107.0
SA,2004,+65,M,85.0
SA,2005,+65,M,107.0
SA,2006,+65,M,101.0
SA,2007,+65,M,92.0
SA,2008,+65,M,102.0
SB,1995,+65,M,3.0
SB,1996,+65,M,6.0
SB,1997,+65,M,5.0
SB,1998,+65,M,12.0
SB,2000,+65,M,6.0
SB,2002,+65,M,4.0
SB,2003,+65,M,0.0
SB,2004,+65,M,5.0
SB,2005,+65,M,11.0
SB,2006,+65,M,8.0
SB,2007,+65,M,6.0
SB,2008,+65,M,7.0
SC,1995,+65,M,1.0
SC,1996,+65,M,0.0
SC,1997,+65,M,1.0
SC,1998,+65,M,1.0
SC,2001,+65,M,2.0
SC,2002,+65,M,1.0
